Town,Address,Sale Price,Sale Date
ANNADALE,578 ARDEN AVENUE,526000,10/1/19
ANNADALE,N/A BENNETT AVENUE,820000,10/1/19
ARDEN HEIGHTS,55 ALMOND STREET,770000,10/1/19
CLOVE LAKES,116 HARTFORD AVE,625000,10/1/19
ELTINGVILLE,55 LYNDALE AVENUE,510000,10/1/19
GREAT KILLS,142 ELKHART STREET,540000,10/1/19
GREAT KILLS,344 COLON AVENUE,640000,10/1/19
GREAT KILLS,296 SANDALWOOD DRIVE,545000,10/1/19
GREAT KILLS,4 EAST SCRANTON AVENUE,600000,10/1/19
HUGUENOT,781 SHELDON AVENUE,650000,10/1/19
MANOR HEIGHTS,192 PERRY AVENUE,460000,10/1/19
PLEASANT PLAINS,163 ACADEMY AVENUE,875000,10/1/19
PORT IVORY,"54A POND WAY, 54A",195000,10/1/19
ROSSVILLE,"57 CYPRESS LOOP, N/A",517500,10/1/19
SOUTH BEACH,60 LINWOOD AVENUE,715000,10/1/19
TOTTENVILLE,7247 AMBOY ROAD,95000,10/1/19
WEST NEW BRIGHTON,23 CLARION COURT,400000,10/1/19
WEST NEW BRIGHTON,718 HENDERSON AVENUE,650000,10/1/19
WESTERLEIGH,309 WILLARD AVENUE,522500,10/1/19
WESTERLEIGH,152 BRYSON AVENUE,510000,10/1/19
ANNADALE,47 PINE TERRACE,701000,10/2/19
ANNADALE,232 TALLMAN STREET,1190000,10/2/19
ARDEN HEIGHTS,177 FOREST GREEN,460000,10/2/19
CASTLETON CORNERS,10 WINTHROP PLACE,540000,10/2/19
DONGAN HILLS-COLONY,165 RIDGE AVENUE,795000,10/2/19
GRANT CITY,"98 HUSSON STREET, C",117500,10/2/19
GREAT KILLS,22 LYLE COURT,250000,10/2/19
GREAT KILLS,166 HOLLY AVENUE,765000,10/2/19
GREAT KILLS-BAY TERRACE,87 AINSWORTH AVENUE,475000,10/2/19
HUGUENOT,106 ELLSWORTH AVENUE,640000,10/2/19
MARINERS HARBOR,69 WESTBROOK AVENUE,440000,10/2/19
MARINERS HARBOR,479 MORNINGSTAR ROAD,457713,10/2/19
NEW BRIGHTON-ST. GEORGE,"155 BAY STREET, 4H",390000,10/2/19
NEW SPRINGVILLE,"49A SATURN LANE, 49A",360000,10/2/19
OAKWOOD,275 OAK AVENUE,609000,10/2/19
OAKWOOD,414 PENDALE ST,665000,10/2/19
OAKWOOD-BEACH,515 MEDINA STREET,480000,10/2/19
PRINCES BAY,50 MELVILLE STREET,883000,10/2/19
RICHMONDTOWN,71 ST ANDREWS ROAD,630703,10/2/19
ROSEBANK,49 ST MARYS AVENUE,733140,10/2/19
ROSEBANK,"412 MARYLAND AVENUE, 2C",270000,10/2/19
SOUTH BEACH,451 FATHER CAPODANNO BL,529900,10/2/19
TRAVIS,"70C DINSMORE STREET, N/A",470000,10/2/19
WESTERLEIGH,22 HARVEY AVENUE,747500,10/2/19
ANNADALE,117 EYLANDT STREET,842000,10/3/19
ANNADALE,477 PHILIP,100,10/3/19
ANNADALE,477 PHILIP,100,10/3/19
ARDEN HEIGHTS,517 ILYSSA WAY,325000,10/3/19
ARROCHAR,93 CEDAR AVENUE,499000,10/3/19
BULLS HEAD,116 COMSTOCK AVENUE,520000,10/3/19
CASTLETON CORNERS,194 UTTER AVENUE,608000,10/3/19
CASTLETON CORNERS,246 DUBOIS AVENUE,505000,10/3/19
CONCORD,22 ELLINGTON STREET,417000,10/3/19
CONCORD,855 VAN DUZER STREET,324000,10/3/19
DONGAN HILLS-COLONY,1011 RICHMOND ROAD,672000,10/3/19
GRASMERE,563 ODER AVENUE,475000,10/3/19
GRASMERE,841 WEST FINGERBOARD RD,499000,10/3/19
GREAT KILLS,38 STERN COURT,410000,10/3/19
GREAT KILLS,34 BLYTHE PLACE,775000,10/3/19
GREAT KILLS,345 KATAN AVENUE,725000,10/3/19
GREAT KILLS,"340 TIMBER RIDGE DRIVE, 6340",100,10/3/19
MARINERS HARBOR,250 DIXON AVENUE,407000,10/3/19
NEW BRIGHTON,248 RICHMOND TERRACE,500000,10/3/19
NEW BRIGHTON,77 MONTGOMERY AVENUE,825000,10/3/19
NEW DORP,228 TITUS AVENUE,475000,10/3/19
OAKWOOD-BEACH,82 GRAYSON STREET,650000,10/3/19
OAKWOOD-BEACH,N/A GRAYSON STREET,650000,10/3/19
PORT IVORY,140 SOUTH AVENUE,564000,10/3/19
SILVER LAKE,34 HARVEST AVENUE,920000,10/3/19
WESTERLEIGH,150 CASWELL AVENUE,725000,10/3/19
WESTERLEIGH,81 HOUSTON STREET,460000,10/3/19
WILLOWBROOK,9 RUPERT AVENUE,780000,10/3/19
WOODROW,563 BLOOMINGDALE ROAD,610000,10/3/19
ARDEN HEIGHTS,167 JAMIE LANE,371500,10/4/19
ARDEN HEIGHTS,108 EMILY LANE,100,10/4/19
ARDEN HEIGHTS,"95A STACK DRIVE, N/A",40000,10/4/19
CASTLETON CORNERS,31 COALE AVENUE,529000,10/4/19
CLOVE LAKES,803 DAVIS AVENUE,595000,10/4/19
CONCORD,737 TARGEE STREET,735000,10/4/19
ELTINGVILLE,365 MOSELY AVENUE,555000,10/4/19
ELTINGVILLE,142 AUGUSTA AVENUE,728000,10/4/19
GRANT CITY,360 FLAGG PLACE,10,10/4/19
GRANT CITY,210 BUEL AVENUE,520000,10/4/19
GREAT KILLS,26 GREAVES AVENUE,475000,10/4/19
GREAT KILLS,12 TERESA LANE,655000,10/4/19
GREAT KILLS,630 LEVERETT AVENUE,585000,10/4/19
HUGUENOT,695 HUGUENOT AVENUE,1212735,10/4/19
MANOR HEIGHTS,204 GOWER STREET,405000,10/4/19
MANOR HEIGHTS,140 PORTAGE AVENUE,740000,10/4/19
MIDLAND BEACH,N/A COLONY AVENUE,38500,10/4/19
NEW BRIGHTON,"350 RICHMOND TERRACE, 5M",293750,10/4/19
NEW SPRINGVILLE,43 BOWLING GREEN PLACE,385000,10/4/19
OAKWOOD-BEACH,293 CHESTERTON AVENUE,585494,10/4/19
PORT RICHMOND,86 BOND STREET,304200,10/4/19
PORT RICHMOND,58 RIVERSIDE LANE,560038,10/4/19
ROSEBANK,"83A NARROWS ROAD NORTH, 2A",340000,10/4/19
STAPLETON,N/A HUDSON STREET,149995,10/4/19
WESTERLEIGH,453 COLLEGE AVENUE,660000,10/4/19
WOODROW,115 PEMBROOK LOOP,585000,10/4/19
GREAT KILLS,185 ESCANABA AVENUE,546153,10/5/19
PORT RICHMOND,76 TREADWELL AVENUE,490000,10/5/19
ANNADALE,141 SOUTH RAILROAD ST,500,10/7/19
BULLS HEAD,1269 RICHMOND AVENUE,870000,10/7/19
CASTLETON CORNERS,22 KINGSLEY AVENUE,555000,10/7/19
DONGAN HILLS-COLONY,218 DUTCHESS AVENUE,785000,10/7/19
GRASMERE,581 HANOVER AVENUE,435000,10/7/19
GREAT KILLS,8D FRANKLIN LANE,374166,10/7/19
GREAT KILLS,91 RIDGECREST AVENUE,825000,10/7/19
GRYMES HILL,"173 ARLO ROAD, B",205000,10/7/19
GRYMES HILL,"48 SETH CT, A",171000,10/7/19
MARINERS HARBOR,31 CECIL COURT,500,10/7/19
MIDLAND BEACH,466 NAUGHTON AVENUE,660000,10/7/19
NEW SPRINGVILLE,50 BOWLING GREEN PLACE,552000,10/7/19
NEW SPRINGVILLE,"1286 ROCKLAND AVENUE, 1H",328000,10/7/19
PORT RICHMOND,1636 CASTLETON AVENUE,325000,10/7/19
ROSEBANK,22 FLETCHER STREET,635000,10/7/19
ROSSVILLE,"864 ROSSVILLE AVENUE, N/A",345000,10/7/19
TOTTENVILLE,10 SPRAGUE AVENUE,460000,10/7/19
WEST NEW BRIGHTON,48 ALASKA STREET,579433,10/7/19
WEST NEW BRIGHTON,147 WAYNE STREET,1500000,10/7/19
WESTERLEIGH,22 DORA STREET,600000,10/7/19
ANNADALE,28 EAGAN AVENUE,450000,10/8/19
ANNADALE,132 JEFFERSON BOULEVARD,465000,10/8/19
ARROCHAR,157 MAJOR AVENUE,808800,10/8/19
BULLS HEAD,254 LANDER AVENUE,558000,10/8/19
BULLS HEAD,"18 PARKVIEW LOOP, N/A",470000,10/8/19
CASTLETON CORNERS,173 MAINE AVENUE,590000,10/8/19
CONCORD,736 TARGEE STREET,656000,10/8/19
DONGAN HILLS-COLONY,81 DUNCAN STREET,608000,10/8/19
GREAT KILLS,78 GREAVES AVENUE,639000,10/8/19
GRYMES HILL,"755 NARROWS ROAD NORTH, 609A",288953,10/8/19
NEW BRIGHTON,15 VAN BUREN STREET,429000,10/8/19
NEW SPRINGVILLE,36 LATOURETTE LANE,650000,10/8/19
RICHMONDTOWN,130 WEST CEDARVIEW AVE,565000,10/8/19
ROSSVILLE,57 MILLENNIUM LOOP,605000,10/8/19
ROSSVILLE,"28 LARCH COURT, 556",335000,10/8/19
ROSSVILLE,147 MCBAINE AVE,965000,10/8/19
ROSSVILLE,N/A MCBAINE AVENUE,965000,10/8/19
TOTTENVILLE,120 BEDELL AVENUE,548000,10/8/19
WEST NEW BRIGHTON,271 KISSEL AVENUE,525000,10/8/19
WESTERLEIGH,360 LATHROP AVENUE,550000,10/8/19
WOODROW,85 PEMBROOK LOOP,515000,10/8/19
WOODROW,102 BERKSHIRE LANE,844129,10/8/19
DONGAN HILLS-COLONY,462 OCEAN TERRACE,1199999,10/9/19
GREAT KILLS,138 CORONA AVENUE,559202,10/9/19
MARINERS HARBOR,35 GIORDAN COURT,364000,10/9/19
NEW BRIGHTON,3 VINE STREET,655000,10/9/19
NEW BRIGHTON,196 FRANKLIN AVENUE,530000,10/9/19
NEW DORP,95 LINDBERGH AVE,660000,10/9/19
NEW SPRINGVILLE,14 LATOURETTE LANE,585000,10/9/19
OAKWOOD,90 CEDARVIEW AVENUE,765000,10/9/19
ROSEBANK,"422 MARYLAND AVENUE, 2C",230000,10/9/19
TODT HILL,283 OCEAN TERRACE,1850000,10/9/19
WEST NEW BRIGHTON,100 PORTLAND PLACE,575000,10/9/19
WESTERLEIGH,168 HAWTHORNE AVENUE,850000,10/9/19
BULLS HEAD,300 GRAHAM AVENUE,489000,10/10/19
GRANT CITY,"100 COLFAX AVENUE, 3J",296000,10/10/19
GREAT KILLS,99 SWEETBROOK ROAD,518000,10/10/19
GREAT KILLS,"475 ARMSTRONG AVENUE, B3",185000,10/10/19
HUGUENOT,134 DOWNES AVENUE,418437,10/10/19
HUGUENOT,754 RATHBUN AVENUE,545000,10/10/19
MARINERS HARBOR,29 MERSEREAU AVENUE,428000,10/10/19
NEW DORP,52 DARTMOUTH LOOP,552500,10/10/19
NEW DORP-BEACH,123 MILTON AVENUE,445000,10/10/19
NEW DORP-BEACH,22 MICHELLE LANE,439900,10/10/19
NEW DORP-BEACH,881 TYSENS LANE,1044605,10/10/19
NEW SPRINGVILLE,54 FREEDOM AVENUE,718000,10/10/19
NEW SPRINGVILLE,"45 BELMAR DRIVE WEST, N/A",391700,10/10/19
PORT RICHMOND,24 JEWETT AVENUE,343003,10/10/19
RICHMONDTOWN,342 AMBER STREET,870000,10/10/19
SOUTH BEACH,16 WATERFORD COURT,746377,10/10/19
SOUTH BEACH,50 LINWOOD AVENUE,480000,10/10/19
TOTTENVILLE,446 MANHATTAN STREET,520000,10/10/19
WEST NEW BRIGHTON,211 BEMENT AVENUE,950000,10/10/19
ARROCHAR-SHORE ACRES,"6 NEW LANE, 3A",350000,10/11/19
ARROCHAR-SHORE ACRES,"6 NEW LANE, 4F",350000,10/11/19
BULLS HEAD,147 AMITY PLACE,510000,10/11/19
CLOVE LAKES,24 GREENWAY DRIVE,631315,10/11/19
CLOVE LAKES,918 FOREST AVENUE,576000,10/11/19
CONCORD,"37 KANSAS AVENUE, 2A",400000,10/11/19
CONCORD,"37 KANSAS AVENUE, 2B",400000,10/11/19
CONCORD,"39 KANSAS AVENUE, 1A",400000,10/11/19
CONCORD,"39 KANSAS AVENUE, 1B",400000,10/11/19
CONCORD-FOX HILLS,26 STUDIO LANE,261612,10/11/19
GREAT KILLS,19 HILLCREST AVENUE,770000,10/11/19
HUGUENOT,36 ALGONKIN STREET,1057000,10/11/19
NEW SPRINGVILLE,193 PARK DRIVE NORTH,528000,10/11/19
NEW SPRINGVILLE,"95 COUNTRY DRIVE NORTH, N/A",499999,10/11/19
PLEASANT PLAINS,35 SAVONA COURT,1247356,10/11/19
PORT RICHMOND,90 ANN STREET,365000,10/11/19
ROSEBANK,"49 HYLAN BOULEVARD, II D",375000,10/11/19
ROSSVILLE,717 CORRELL AVENUE,470000,10/11/19
TOTTENVILLE,164 SPRAGUE AVENUE,655000,10/11/19
TOTTENVILLE,7300 AMBOY ROAD,450000,10/11/19
TOTTENVILLE,111 JOHNSON AVENUE,446160,10/11/19
WEST NEW BRIGHTON,133 DUBOIS AVENUE,470000,10/11/19
WEST NEW BRIGHTON,50 BRITTON STREET,799326,10/11/19
WESTERLEIGH,117 CRYSTAL AVENUE,625000,10/11/19
WILLOWBROOK,469 INGRAM AVENUE,725000,10/11/19
NEW SPRINGVILLE,"75 ESSEX DRIVE, 3E",370000,10/14/19
ARDEN HEIGHTS,44 AMANDA COURT,345000,10/15/19
ARDEN HEIGHTS,25 LOMBARD COURT,384000,10/15/19
BULLS HEAD,61 ADA DRIVE,525000,10/15/19
GREAT KILLS,86 TANGLEWOOD DRIVE,509000,10/15/19
GREAT KILLS,241 WIMAN AVENUE,472000,10/15/19
GREAT KILLS,60 ERIC LANE,453500,10/15/19
GRYMES HILL,34 WETMORE ROAD,1743123,10/15/19
HUGUENOT,763 MARCY AVENUE,625000,10/15/19
MANOR HEIGHTS,337 BRADLEY AVENUE,606877,10/15/19
MARINERS HARBOR,46 ERASTINA PLACE,390000,10/15/19
MARINERS HARBOR,238 SIMONSON AVENUE,499000,10/15/19
MARINERS HARBOR,3104 RICHMOND TERRACE,38800,10/15/19
NEW BRIGHTON,486 JERSEY STREET,200000,10/15/19
PORT RICHMOND,2296 RICHMOND TERRACE,224800,10/15/19
PORT RICHMOND,185 NICHOLAS AVENUE,365000,10/15/19
PRINCES BAY,16 MALIBU COURT,733000,10/15/19
RICHMONDTOWN,274 BARBARA STREET,725000,10/15/19
ROSEBANK,226 CLIFTON AVENUE,740000,10/15/19
ROSEBANK,"318 GRASMERE DRIVE, N/A",680000,10/15/19
ROSSVILLE,1066 ROSSVILLE AVE,515000,10/15/19
SILVER LAKE,368 WOODSTOCK AVENUE,629000,10/15/19
SOUTH BEACH,20 VULCAN STREET,815231,10/15/19
TODT HILL,1525 RICHMOND ROAD,647500,10/15/19
TOMPKINSVILLE,137 VAN DUZER STREET,316667,10/15/19
WILLOWBROOK,34 LARRISON LOOP,640000,10/15/19
WOODROW,79 DEXTER AVENUE,957000,10/15/19
ANNADALE,455 HOLDRIDGE AVENUE,950000,10/16/19
ARDEN HEIGHTS,30 RAILY COURT,395000,10/16/19
ARDEN HEIGHTS,386 GREEN VALLEY ROAD,610000,10/16/19
ARDEN HEIGHTS,"64 HAMMOCK LANE, N/A",480000,10/16/19
BULLS HEAD,10 LUDWIG LANE,10,10/16/19
BULLS HEAD,"24 VEDDER AVENUE, 1",330000,10/16/19
DONGAN HILLS,147 HENRY PLACE,647000,10/16/19
ELTINGVILLE,621 BARLOW AVENUE,715000,10/16/19
GRASMERE,495 WESER AVENUE,536000,10/16/19
HUGUENOT,475 RAMONA AVENUE,830000,10/16/19
NEW BRIGHTON,11 KINGSLEY PLACE,310000,10/16/19
NEW DORP-HEIGHTS,86 ST STEPHENS PLACE,607500,10/16/19
NEW SPRINGVILLE,647 KLONDIKE AVENUE,695000,10/16/19
PRINCES BAY,5870 AMBOY ROAD,570000,10/16/19
SOUTH BEACH,30-32 WINDOM AVENUE,549900,10/16/19
TODT HILL,15 BEEBE STREET,926608,10/16/19
TOTTENVILLE,120 NASHVILLE STREET,926000,10/16/19
TRAVIS,"271B SIGNS ROAD, N/A",460000,10/16/19
WEST NEW BRIGHTON,N/A CLOVE ROAD,110000,10/16/19
WESTERLEIGH,247 DEMOREST AVENUE,525000,10/16/19
WESTERLEIGH,142 BIDWELL AVENUE,536626,10/16/19
ANNADALE,251 HOLDRIDGE AVENUE,10,10/17/19
ARDEN HEIGHTS,525 ILYSSA WAY,345000,10/17/19
ARDEN HEIGHTS,97 CARLYLE GREEN,529000,10/17/19
ARROCHAR-SHORE ACRES,35 SHORE ACRES ROAD,1100000,10/17/19
BULLS HEAD,"540A LISK AVENUE, N/A",215000,10/17/19
GREAT KILLS,38 STONECREST COURT,330000,10/17/19
GREAT KILLS,167 WOODCUTTERS LANE,550000,10/17/19
GREAT KILLS,"475 ARMSTRONG AVENUE, H-1",188000,10/17/19
MIDLAND BEACH,23 STACEY LANE,575000,10/17/19
NEW BRIGHTON,191 CORSON AVENUE,478000,10/17/19
NEW BRIGHTON,45 STANLEY AVENUE,495769,10/17/19
NEW DORP,65 CLOISTER PLACE,685000,10/17/19
NEW DORP,42 CUBA AVENUE,231250,10/17/19
RICHMONDTOWN,161 CLARKE AVENUE,929000,10/17/19
ROSSVILLE-RICHMOND VALLEY,74 MEADE LOOP,900000,10/17/19
SOUTH BEACH,87 RETNER STREET,555000,10/17/19
TOTTENVILLE,18 IRENE LANE,825000,10/17/19
WOODROW,23 PITNEY AVENUE,640000,10/17/19
ANNADALE,620 DRUMGOOLE ROAD EAST,490000,10/18/19
ARDEN HEIGHTS,91 DOVER GREEN,494250,10/18/19
ARDEN HEIGHTS,22 DOGWOOD DRIVE,643016,10/18/19
BULLS HEAD,31 LUDWIG LANE,440000,10/18/19
BULLS HEAD,"76 WOLKOFF LANE, N/A",215000,10/18/19
CASTLETON CORNERS,10 PENN STREET,499900,10/18/19
ELTINGVILLE,91 SCRANTON AVENUE,603000,10/18/19
GRASMERE,65 PARKINSON AVENUE,835000,10/18/19
GREAT KILLS,149 GREAVES AVENUE,565000,10/18/19
GREAT KILLS,412 RIDGEWOOD AVENUE,530000,10/18/19
GREAT KILLS,87 PACIFIC AVENUE,1298421,10/18/19
HUGUENOT,633 IONIA AVENUE,702500,10/18/19
HUGUENOT,656 MARCY AVENUE,530000,10/18/19
HUGUENOT,703 HUGUENOT AVENUE,1095946,10/18/19
NEW BRIGHTON,98 FRANKLIN AVENUE,520000,10/18/19
NEW BRIGHTON,135 MONTGOMERY AVE,850000,10/18/19
NEW DORP,1680 SOUTH RAILROAD AVE,750000,10/18/19
OAKWOOD-BEACH,2950 HYLAN BOULEVARD,998000,10/18/19
PORT RICHMOND,75 ALBION PLACE,450000,10/18/19
SOUTH BEACH,30 XENIA STREET,538000,10/18/19
STAPLETON,297 BROAD STREET,250000,10/18/19
STAPLETON,139 FULTON STREET,357000,10/18/19
TRAVIS,"30E DINSMORE STREET, N/A",418000,10/18/19
WEST NEW BRIGHTON,1190 CASTLETON AVENUE,427000,10/18/19
WESTERLEIGH,202 LIVERMORE AVENUE,600000,10/18/19
TOTTENVILLE,154 PITTSVILLE AVENUE,10,10/19/19
ARROCHAR,59 LANDIS AVENUE,650000,10/20/19
CONCORD,78 RHINE AVENUE,305000,10/20/19
ROSSVILLE,"102 HAMPTON PLACE, N/A",490000,10/20/19
WESTERLEIGH,58 CANTERBURY AVENUE,905000,10/20/19
ARDEN HEIGHTS,211 PRESENTATION CIRCLE,645000,10/21/19
BULLS HEAD,"33 LEO STREET, 57",420000,10/21/19
BULLS HEAD,"21 REGIS DRIVE, 61",398000,10/21/19
CASTLETON CORNERS,63 RAVENHURST AVENUE,570000,10/21/19
ELTINGVILLE,697A BARLOW AVENUE,280000,10/21/19
GRASMERE,83 BALTIC AVENUE,639000,10/21/19
GRASMERE,574 HANOVER AVENUE,525000,10/21/19
GREAT KILLS,26 CRISPI LANE,430060,10/21/19
GREAT KILLS,116 EAST BRANDIS AVENUE,507000,10/21/19
LIVINGSTON,"146 BARD AVE, 22B",195000,10/21/19
NEW BRIGHTON,254 YORK AVENUE,453765,10/21/19
NEW DORP,107 CUBA AVENUE,550500,10/21/19
NEW DORP,14 MILL ROAD,700000,10/21/19
NEW DORP-BEACH,9 CENTER PLACE,125000,10/21/19
NEW SPRINGVILLE,102 LEWISTON STREET,430950,10/21/19
PORT RICHMOND,64 HAUGHWOUT AVENUE,425000,10/21/19
ROSSVILLE,22 ALVERSON AVENUE,860000,10/21/19
WESTERLEIGH,115 WOODBINE AVENUE,630000,10/21/19
CASTLETON CORNERS,79 CHANDLER AVENUE,381500,10/22/19
CONCORD,492 VANDERBILT AVENUE,530000,10/22/19
DONGAN HILLS,110 SOUTH RAILROAD AVE,523000,10/22/19
ELTINGVILLE,92 LADD AVENUE,222000,10/22/19
ELTINGVILLE,106 GOLD AVENUE,460000,10/22/19
ELTINGVILLE,50 STAFFORD AVE,865513,10/22/19
GREAT KILLS,6 COLON AVENUE,620000,10/22/19
GRYMES HILL,"172A ARLO ROAD, 172A",167000,10/22/19
MIDLAND BEACH,37 BEACHVIEW AVENUE,603800,10/22/19
NEW DORP,77 7 STREET,1008068,10/22/19
OAKWOOD-BEACH,483 OAK AVENUE,426950,10/22/19
RICHMONDTOWN,168 ANDREWS AVENUE,680000,10/22/19
ROSSVILLE,178 LUCILLE AVENUE,440000,10/22/19
TOTTENVILLE,147 YETMAN AVENUE,550000,10/22/19
TOTTENVILLE,131 WOOD AVENUE,815000,10/22/19
WESTERLEIGH,304 BIDWELL AVENUE,542000,10/22/19
WESTERLEIGH,262 CRYSTAL AVENUE,595000,10/22/19
ARDEN HEIGHTS,184 CODY PLACE,472000,10/23/19
CASTLETON CORNERS,103 SAWYER,588000,10/23/19
CONCORD,64 ROFF STREET,450000,10/23/19
DONGAN HILLS,6 DUMONT AVENUE,325000,10/23/19
ELTINGVILLE,36 WOODROW ROAD,600000,10/23/19
GRANT CITY,"145 LINCOLN AVENUE, 4D",337000,10/23/19
GRASMERE,515 ODER AVENUE,495000,10/23/19
GREAT KILLS,44 CRISPI LANE,600000,10/23/19
GREAT KILLS,169 WIMAN AVENUE,175000,10/23/19
GREAT KILLS,94 GLOVER STREET,356388,10/23/19
HUGUENOT,68 COLON STREET,997885,10/23/19
NEW BRIGHTON,68 SCRIBNER AVENUE,265000,10/23/19
NEW BRIGHTON,37 ELY STREET,495000,10/23/19
NEW SPRINGVILLE,3 DANIELLA COURT,630000,10/23/19
PORT RICHMOND,35 RUMPLER COURT,580114,10/23/19
ROSSVILLE,332 HUGUENOT AVENUE,49000,10/23/19
ROSSVILLE,19 HEMLOCK STREET,260000,10/23/19
TODT HILL,16 BUTTONWOOD ROAD,3800000,10/23/19
TOMPKINSVILLE,385 VICTORY BOULEVARD,750000,10/23/19
TOMPKINSVILLE,15 ROSEWOOD PLACE,550000,10/23/19
WEST NEW BRIGHTON,869 DELAFIELD AVENUE,485000,10/23/19
WESTERLEIGH,41 O'CONNOR AVENUE,465000,10/23/19
WILLOWBROOK,175 MARTIN AVENUE,570000,10/23/19
BULLS HEAD,70 SOMMER AVENUE,10,10/24/19
DONGAN HILLS,23 TACOMA STREET,690000,10/24/19
ELTINGVILLE,18 BOVANIZER STREET,728880,10/24/19
ELTINGVILLE,585 LAMOKA AVENUE,830000,10/24/19
EMERSON HILL,30 MICHAEL LOOP,1075000,10/24/19
GREAT KILLS,186 KEEGANS LANE,525000,10/24/19
GREAT KILLS,375 ARMSTRONG AVENUE,590000,10/24/19
MARINERS HARBOR,306 MORNINGSTAR ROAD,295000,10/24/19
NEW SPRINGVILLE,1191 ROCKLAND AVENUE,381264,10/24/19
NEW SPRINGVILLE,249 MONAHAN AVENUE,620000,10/24/19
OAKWOOD,38 PENN AVENUE,760000,10/24/19
OAKWOOD,99 ACORN STREET,465000,10/24/19
PORT RICHMOND,11 SHARPE AVENUE,359971,10/24/19
ROSEBANK,169 REYNOLDS STREET,613000,10/24/19
ROSSVILLE,47 HEMLOCK STREET,595000,10/24/19
ROSSVILLE,"824 ROSSVILLE AVENUE, N/A",370000,10/24/19
SOUTH BEACH,183 HICKORY AVENUE,520000,10/24/19
SUNNYSIDE,1282 CLOVE ROAD,1600000,10/24/19
SUNNYSIDE,1284 CLOVE ROAD,1600000,10/24/19
SUNNYSIDE,1286 CLOVE ROAD,1600000,10/24/19
SUNNYSIDE,1288 CLOVE ROAD,1600000,10/24/19
SUNNYSIDE,1290 CLOVE ROAD,1600000,10/24/19
TRAVIS,31 PEARSON STREET,399000,10/24/19
TRAVIS,59 BERESFORD AVENUE,559900,10/24/19
WEST NEW BRIGHTON,101 CAMPBELL AVENUE,375000,10/24/19
WEST NEW BRIGHTON,97 TAYLOR STREET,372539,10/24/19
