Town,Address,Sale Price,Sale Date
ANNADALE,11 LORRAINE AVENUE,979200,10/25/19
ARDEN HEIGHTS,119 RAILY COURT,375000,10/25/19
BULLS HEAD,48 GRAHAM AVENUE,535000,10/25/19
ELTINGVILLE,106 RETFORD AVENUE,545000,10/25/19
ELTINGVILLE,175 CROSSFIELD AVENUE,245000,10/25/19
GREAT KILLS,86 JUMEL STREET,590000,10/25/19
GREAT KILLS,130 RIDGECREST AVENUE,449000,10/25/19
GREAT KILLS,"360 BARLOW AVENUE, 17",354000,10/25/19
GREAT KILLS-BAY TERRACE,137 DURANT AVENUE,680000,10/25/19
GRYMES HILL,217 ARLO ROAD,547800,10/25/19
MARINERS HARBOR,22 WRIGHT AVENUE,401000,10/25/19
MARINERS HARBOR,365 WALKER STREET,360000,10/25/19
MIDLAND BEACH,251 BOUNDARY AVENUE,450000,10/25/19
MIDLAND BEACH,344 BRYANT AVENUE,700000,10/25/19
NEW DORP,290 LOCUST AVENUE,595000,10/25/19
NEW DORP,93 CODDINGTON AVENUE,997885,10/25/19
NEW SPRINGVILLE,59 MONARCH COURT,655000,10/25/19
NEW SPRINGVILLE,23 SAXON AVENUE,748000,10/25/19
NEW SPRINGVILLE,"176 ASHWORTH AVENUE, 315",445000,10/25/19
OAKWOOD-BEACH,312 ISABELLA AVENUE,334947,10/25/19
PLEASANT PLAINS,N/A STEVENSON PLACE,36000,10/25/19
PRINCES BAY,74 JOHANNA LANE,1450000,10/25/19
SOUTH BEACH,416 MC CLEAN AVENUE,680000,10/25/19
STAPLETON,255A TARGEE STREET,483000,10/25/19
WESTERLEIGH,39 BURNSIDE AVENUE,555000,10/25/19
BULLS HEAD,15 EUNICE PLACE,225689,10/26/19
PORT RICHMOND,136 NICHOLAS AVENUE,446160,10/27/19
ARDEN HEIGHTS,346 GREEN VALLEY ROAD,10,10/28/19
ARDEN HEIGHTS,10 RAILY COURT,430000,10/28/19
BULLS HEAD,220 ADA DRIVE,430000,10/28/19
BULLS HEAD,14 SUMMERFIELD PLACE,544764,10/28/19
DONGAN HILLS,266 ATLANTIC AVENUE,760000,10/28/19
DONGAN HILLS-COLONY,19 ALDERWOOD PLACE,800000,10/28/19
GREAT KILLS,21 SWEETWATER AVENUE,406000,10/28/19
GREAT KILLS,263 COLON AVENUE,550000,10/28/19
GREAT KILLS,19 SACCHERI COURT,608446,10/28/19
GREAT KILLS,156 BROOKFIELD AVENUE,450000,10/28/19
GRYMES HILL,"164 ARLO ROAD, B",190000,10/28/19
MANOR HEIGHTS,135 FINE BOULEVARD,560038,10/28/19
MARINERS HARBOR,68 LOCKMAN AVENUE,762548,10/28/19
MIDLAND BEACH,137 GRIMSBY STREET,100,10/28/19
NEW BRIGHTON,132 SCRIBNER AVENUE,570000,10/28/19
NEW DORP,22 CODDINGTON AVENUE,660000,10/28/19
NEW DORP-BEACH,228 FINLEY AVENUE,633000,10/28/19
NEW DORP-HEIGHTS,186 TYSENS LANE,100000,10/28/19
NEW SPRINGVILLE,82 MULBERRY AVENUE,1000,10/28/19
NEW SPRINGVILLE,26 ELMWOOD PARK DRIVE,222000,10/28/19
NEW SPRINGVILLE,"2 ELMWOOD PARK DRIVE, 612",278000,10/28/19
OAKWOOD-BEACH,411 STONEHAM STREET,540000,10/28/19
PORT IVORY,"229A POND WAY, 229A",210000,10/28/19
PORT RICHMOND,35 PALMER AVENUE,440000,10/28/19
ROSEBANK,157 HYLAN BOULEVARD,460000,10/28/19
SILVER LAKE,734 BARD AVENUE,593400,10/28/19
SOUTH BEACH,18 AUSTIN AVENUE,575000,10/28/19
SOUTH BEACH,290 LAMPORT BOULEVARD,580000,10/28/19
TODT HILL,38 HILLVIEW PLACE,1425000,10/28/19
TOMPKINSVILLE,"55 AUSTIN PLACE, 1R",252500,10/28/19
WEST NEW BRIGHTON,332 CLOVE ROAD,294500,10/28/19
WILLOWBROOK,238 CRAFTON AVENUE,882000,10/28/19
ANNADALE,379 SHIRLEY AVENUE,480000,10/29/19
ARDEN HEIGHTS,190 ILYSSA WAY,430000,10/29/19
ARDEN HEIGHTS,129 HAMPTON GREEN,470000,10/29/19
BULLS HEAD,149 ADA DRIVE,560000,10/29/19
BULLS HEAD,"31A MARC STREET, N/A",285910,10/29/19
CONCORD,405 VANDERBILT AVENUE,420000,10/29/19
DONGAN HILLS,255 NORTH RAILROAD AVENUE,900000,10/29/19
GREAT KILLS,62 SHAFTER AVENUE,550000,10/29/19
GREAT KILLS,37 EAST STROUD AVENUE,700000,10/29/19
MARINERS HARBOR,515 MELYN PLACE,599000,10/29/19
NEW BRIGHTON,200 CORSON AVENUE,629000,10/29/19
NEW BRIGHTON,200 G CORSON AVENUE,629000,10/29/19
NEW DORP,89 TITUS AVENUE,530000,10/29/19
NEW DORP,470 CLAWSON STREET,435000,10/29/19
NEW SPRINGVILLE,268 MONAHAN AVENUE,625000,10/29/19
NEW SPRINGVILLE,754 KLONDIKE AVENUE,771000,10/29/19
PORT RICHMOND,129 PALMER AVENUE,490000,10/29/19
ROSEBANK,27 TONE LANE,510000,10/29/19
ROSEBANK,12 BRIDGE COURT,550000,10/29/19
ROSEBANK,5 SMITH STREET,415000,10/29/19
TOMPKINSVILLE,208 ST PAULS AVENUE,450000,10/29/19
TRAVIS,28 CANNON AVENUE,415000,10/29/19
WESTERLEIGH,157 LATHROP AVENUE,460000,10/29/19
WESTERLEIGH,123 WOODBINE AVENUE,565470,10/29/19
WESTERLEIGH,295 GARRISON AVENUE,642500,10/29/19
WOODROW,84 CRABTREE AVENUE,685000,10/29/19
ARDEN HEIGHTS,99 GARY STREET,610000,10/30/19
CASTLETON CORNERS,186 EGBERT AVENUE,100,10/30/19
CLOVE LAKES,10 BEVERLY AVENUE,620000,10/30/19
CLOVE LAKES,"1100 CLOVE ROAD, 8C",270000,10/30/19
ELTINGVILLE,45 ADLAI CIRCLE,590000,10/30/19
ELTINGVILLE,8 FUTURITY PLACE,567500,10/30/19
ELTINGVILLE,61 LUDLOW STREET,520563,10/30/19
GRANT CITY,"145 LINCOLN AVENUE, 1K",270000,10/30/19
GREAT KILLS,161B AINSWORTH AVENUE,590000,10/30/19
GREAT KILLS,238 BROOKFIELD AVE,515000,10/30/19
GREAT KILLS,"3871 AMBOY ROAD, 2D",450000,10/30/19
GREAT KILLS-BAY TERRACE,9 AINSWORTH AVENUE,580000,10/30/19
MARINERS HARBOR,32 UNION COURT,130000,10/30/19
MARINERS HARBOR,55 CONTINENTAL PLACE,350000,10/30/19
MARINERS HARBOR,182 CONTINENTAL PLACE,330000,10/30/19
MARINERS HARBOR,51 POST LANE,435000,10/30/19
NEW BRIGHTON,24 CASTLETON AVENUE,440000,10/30/19
NEW BRIGHTON,"350 RICHMOND TERRACE, 5D",260000,10/30/19
NEW BRIGHTON,"50 FORT PLACE, A3C",275000,10/30/19
NEW DORP-BEACH,19 PELICAN CIRCLE,490000,10/30/19
PORT IVORY,162 ARLINGTON AVENUE,395000,10/30/19
PORT RICHMOND,562 VILLA AVENUE,360000,10/30/19
PORT RICHMOND,54 SIMONSON PLACE,470000,10/30/19
PORT RICHMOND,1042 POST AVENUE,560000,10/30/19
PRINCES BAY,112 EVERETT AVENUE,1085000,10/30/19
ROSEBANK,179 HOPE AVENUE,625000,10/30/19
ROSEBANK,N/A HOPE AVENUE,625000,10/30/19
ROSSVILLE,15 CYPRESS LOOP,460000,10/30/19
SOUTH BEACH,319 OLYMPIA BOULEVARD,627500,10/30/19
SOUTH BEACH,109 OLYMPIA BOULEVARD,675000,10/30/19
SUNNYSIDE,115 RUGBY AVENUE,595000,10/30/19
TOTTENVILLE,219 ASPINWALL STREET,800000,10/30/19
WESTERLEIGH,486 WATCHOGUE ROAD,747083,10/30/19
WILLOWBROOK,27 GWENN LOOP,560000,10/30/19
WILLOWBROOK,735 COLLFIELD AVENUE,10,10/30/19
ANNADALE,181 TALLMAN STREET,993980,10/31/19
ARDEN HEIGHTS,225 ASPEN KNOLLS WAY,263550,10/31/19
ARDEN HEIGHTS,293 JAMIE LANE,265000,10/31/19
ARDEN HEIGHTS,129 FOREST GREEN,565000,10/31/19
ARROCHAR,19 HASTINGS STREET,545000,10/31/19
BULLS HEAD,"510A LISK AVENUE, N/A",305000,10/31/19
CLOVE LAKES,215 WHITEWOOD AVENUE,553004,10/31/19
CONCORD-FOX HILLS,250 SKYLINE DRIVE,450000,10/31/19
CONCORD-FOX HILLS,261 SKYLINE DRIVE,435000,10/31/19
DONGAN HILLS,283 CROMWELL AVENUE,499990,10/31/19
DONGAN HILLS,18 EVERGREEN AVENUE,405600,10/31/19
DONGAN HILLS-COLONY,9 RIDGE AVENUE,715000,10/31/19
DONGAN HILLS-COLONY,1457 RICHMOND ROAD,1187500,10/31/19
ELTINGVILLE,42 DORVAL PLACE,309000,10/31/19
GRANT CITY,154 JEFFERSON STREET,480000,10/31/19
GRANT CITY,"100 COLFAX AVENUE, 2Z",230000,10/31/19
GRANT CITY,"145 LINCOLN AVENUE, 6A",270000,10/31/19
GREAT KILLS,7 WILLIAM AVENUE,507000,10/31/19
GREAT KILLS,"31E RUSSELL STREET, E",310000,10/31/19
HUGUENOT,72 COLON STREET,997885,10/31/19
MIDLAND BEACH,815 NUGENT AVENUE,438000,10/31/19
MIDLAND BEACH,N/A HYLAN BOULEVARD,195000,10/31/19
MIDLAND BEACH,N/A HYLAN BOULEVARD,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
MIDLAND BEACH,N/A SEAVER AVENUE,195000,10/31/19
NEW DORP,66 STEELE AVENUE,687000,10/31/19
NEW DORP,193 CANNON BOULEVARD,588880,10/31/19
OAKWOOD-BEACH,433 AMHERST AVENUE,705000,10/31/19
ROSSVILLE,64 COVINGTON CIRCLE,743323,10/31/19
ROSSVILLE,329 MC BAINE AVENUE,685000,10/31/19
SOUTH BEACH,88 OCEANSIDE AVENUE,525000,10/31/19
TOTTENVILLE,245 LORETTO STREET,377000,10/31/19
TOTTENVILLE,7278 HYLAN BOULEVARD,830000,10/31/19
WEST NEW BRIGHTON,221 TAYLOR STREET,450000,10/31/19
WESTERLEIGH,560 COLLEGE AVENUE,650000,10/31/19
WILLOWBROOK,671 COLLFIELD AVENUE,800000,10/31/19
BULLS HEAD,58 HIRSCH LANE,495000,11/1/19
BULLS HEAD,80 CARNEGIE AVENUE,665000,11/1/19
CASTLETON CORNERS,261 KINGSLEY AVENUE,680000,11/1/19
CLOVE LAKES,865 BARD AVENUE,840000,11/1/19
CONCORD,49 HAMILTON STREET,77700,11/1/19
DONGAN HILLS-COLONY,66 DALEMERE ROAD,1045000,11/1/19
GREAT KILLS,"328B MILES AVENUE, 322",310000,11/1/19
GREAT KILLS,"259 KATAN AVENUE, 19B",369000,11/1/19
MARINERS HARBOR,82 ERASTINA PLACE,410000,11/1/19
MARINERS HARBOR,483 NETHERLAND AVENUE,534000,11/1/19
PLEASANT PLAINS,44 EVERETT PLACE,999000,11/1/19
PORT RICHMOND,141 BLACKFORD AVENUE,385000,11/1/19
TODT HILL,6 EASTENTRY ROAD,1515000,11/1/19
WEST NEW BRIGHTON,800 BRIGHTON AVENUE,590500,11/1/19
WILLOWBROOK,59 HALL AVENUE,656771,11/1/19
TOTTENVILLE,7 MASSACHUSETTS STREET,850000,11/2/19
TOTTENVILLE,N/A HYLAN BOULEVARD,850000,11/2/19
TOTTENVILLE,N/A HYLAN BOULEVARD,850000,11/2/19
TOTTENVILLE,N/A HYLAN BOULEVARD,850000,11/2/19
BULLS HEAD,441 HILLMAN AVENUE,618000,11/4/19
ELTINGVILLE,78 SERRELL AVENUE,400000,11/4/19
GRANT CITY,1591 RICHMOND ROAD,1900000,11/4/19
GREAT KILLS,104 AINSWORTH AVENUE,710000,11/4/19
GREAT KILLS,"149 CORTELYOU AVENUE, 2-3",311804,11/4/19
GRYMES HILL,23 THERESA PLACE,740000,11/4/19
MIDLAND BEACH,485 MIDLAND AVENUE,495000,11/4/19
NEW BRIGHTON-ST. GEORGE,"80 BAY STREET LANDING, 3G",920000,11/4/19
NEW SPRINGVILLE,27 MERRYMOUNT STREET,800000,11/4/19
PORT IVORY,36 SOUTH AVENUE,312000,11/4/19
PORT IVORY,168 ARLINGTON PLACE,309270,11/4/19
PORT RICHMOND,40 JOHN STREET,455000,11/4/19
PRINCES BAY,16 NAVIGATOR COURT,415000,11/4/19
TOMPKINSVILLE,192 ST PAULS AVENUE,515000,11/4/19
TOTTENVILLE,23 JOLINE LANE,999000,11/4/19
WILLOWBROOK,1107 WILLOWBROOK ROAD,650000,11/4/19
WOODROW,28 HERRICK AVENUE,825000,11/4/19
WOODROW,64 ROBIN COURT,675000,11/4/19
ARDEN HEIGHTS,270 GREEN VALLEY ROAD,575000,11/5/19
BULLS HEAD,116 ELSON STREET,540000,11/5/19
CASTLETON CORNERS,118 MOUNTAINVIEW AVENUE,665000,11/5/19
CLOVE LAKES,1035 VICTORY BOULEVARD,263000,11/5/19
GREAT KILLS,145 FIELDWAY AVENUE,465000,11/5/19
GREAT KILLS,322 WINCHESTER AVENUE,490000,11/5/19
GREAT KILLS,26 MICHAEL COURT,483900,11/5/19
GREAT KILLS,N/A WINCHESTER AVENUE,490000,11/5/19
GREAT KILLS,N/A BENNINGTON STREET,490000,11/5/19
NEW DORP-BEACH,80 HETT AVENUE,480000,11/5/19
NEW SPRINGVILLE,145 ROCKVILLE AVENUE,695000,11/5/19
NEW SPRINGVILLE,"66 LOVELL AVENUE, N/A",448000,11/5/19
NEW SPRINGVILLE,"1292 ROCKLAND AVENUE, 1D",259000,11/5/19
ROSSVILLE,31 BARROW PLACE,905000,11/5/19
SOUTH BEACH,19 TONY COURT,425000,11/5/19
SOUTH BEACH,60 HICKORY AVENUE,812500,11/5/19
WESTERLEIGH,449 STEWART AVENUE,370000,11/5/19
WILLOWBROOK,407 BUCHANAN AVENUE,705000,11/5/19
WOODROW,128 SHARROTTS ROAD,529000,11/5/19
ARDEN HEIGHTS,505 JEFFERSON BLVD,820000,11/6/19
BULLS HEAD,54 BENJAMIN DRIVE,260000,11/6/19
CONCORD,401A WESER AVENUE,310000,11/6/19
ELTINGVILLE,72 BOYLAN STREET,650000,11/6/19
ELTINGVILLE,59 MARNE AVENUE,728000,11/6/19
LIVINGSTON,126 BARD AVENUE,620001,11/6/19
MANOR HEIGHTS,61 SUFFOLK AVENUE,475000,11/6/19
MARINERS HARBOR,238 SIMONSON AVENUE,680000,11/6/19
MARINERS HARBOR,23 NUNZIE COURT,425000,11/6/19
MIDLAND BEACH,315 POULTNEY STREET,748414,11/6/19
MIDLAND BEACH,415 BEDFORD AVENUE,775000,11/6/19
NEW BRIGHTON,153 BRIGHTON AVENUE,154128,11/6/19
NEW DORP,18 ALLISON PLACE,20000,11/6/19
NEW DORP-HEIGHTS,39 BARBARA STREET,595000,11/6/19
NEW SPRINGVILLE,36 POI COURT,790000,11/6/19
OAKWOOD,42 WINDEMERE AVENUE,569000,11/6/19
PORT RICHMOND,143 BLACKFORD,135000,11/6/19
TOTTENVILLE,138 SPRAGUE AVENUE,900000,11/6/19
WEST NEW BRIGHTON,360 BROADWAY,1225000,11/6/19
WOODROW,1016 STAFFORD AVENUE,749999,11/6/19
WOODROW,800 BLOOMINGDALE ROAD,425000,11/6/19
ANNADALE,54 BUFFINGTON AVENUE,942006,11/7/19
ARDEN HEIGHTS,509 ILYSSA WAY,257000,11/7/19
ARDEN HEIGHTS,"15 TULIP CIRCLE, N/A",417500,11/7/19
BULLS HEAD,1235 RICHMOND AVENUE,970000,11/7/19
CASTLETON CORNERS,186 DRAKE AVENUE,1100000,11/7/19
CASTLETON CORNERS,144 KEIBER COURT,565000,11/7/19
CLOVE LAKES,82 EAST RALEIGH AVENUE,662500,11/7/19
CONCORD-FOX HILLS,21 LONG POND LANE,330000,11/7/19
CONCORD-FOX HILLS,93 CIRCLE LOOP,408000,11/7/19
DONGAN HILLS,145 BURGHER AVENUE,700000,11/7/19
ELTINGVILLE,416 WAINWRIGHT AVENUE,750000,11/7/19
GRASMERE,561 BRITTON AVENUE,485000,11/7/19
GREAT KILLS,145 GREAT KILLS ROAD,1181170,11/7/19
GREAT KILLS,37 OSBORN AVENUE,535000,11/7/19
GREAT KILLS,82 LITTLEFIELD AVENUE,450000,11/7/19
GREAT KILLS,266 BROOKFIELD AVENUE,520000,11/7/19
GREAT KILLS,"31H RUSSELL STREET, H",300000,11/7/19
MARINERS HARBOR,19 CHARLES PLACE,238798,11/7/19
MIDLAND BEACH,"629H LACONIA AVENUE, 629H",328000,11/7/19
NEW SPRINGVILLE,15 GREENWAY AVENUE,650000,11/7/19
SOUTH BEACH,40 AUSTIN AVENUE,860000,11/7/19
SOUTH BEACH,184 BIONIA AVENUE,511162,11/7/19
TOTTENVILLE,24 HAYWOOD STREET,1100000,11/7/19
TOTTENVILLE,"441 SURF AVENUE, 6",153936,11/7/19
WEST NEW BRIGHTON,231 TAYLOR STREET,660000,11/7/19
WESTERLEIGH,120 MULLER AVENUE,690000,11/7/19
ANNADALE,464 ARDEN AVENUE,799990,11/8/19
BULLS HEAD,543 WEST CASWELL AVENUE,484500,11/8/19
BULLS HEAD,113 FIELDSTONE ROAD,630000,11/8/19
GREAT KILLS,487 LEVERETT AVENUE,446160,11/8/19
HUGUENOT,1540 DRUMGOOLE ROAD WEST,920000,11/8/19
MARINERS HARBOR,N/A HARBOR ROAD,794235,11/8/19
MIDLAND BEACH,344 LINCOLN AVENUE,630000,11/8/19
MIDLAND BEACH,"516A MIDLAND AVENUE, *",390000,11/8/19
NEW DORP,454/470 NEW DORP LANE,12000000,11/8/19
NEW DORP,450 NEW DORP LANE,3000000,11/8/19
NEW SPRINGVILLE,458 KLONDIKE AVENUE,730000,11/8/19
OAKWOOD,119 MALONE AVENUE,582000,11/8/19
PORT IVORY,"121 POND WAY, 121",246219,11/8/19
RICHMONDTOWN,470 LIGHTHOUSE AVENUE,935000,11/8/19
SOUTH BEACH,50 LAMPORT BOULEVARD,558000,11/8/19
SOUTH BEACH,9 KENSINGTON AVENUE,625000,11/8/19
SOUTH BEACH,239 SAND LANE,825000,11/8/19
TOMPKINSVILLE,53 WILLIS AVENUE,481920,11/8/19
TOMPKINSVILLE,198 VICTORY BOULEVARD,617000,11/8/19
WEST NEW BRIGHTON,532 HENDERSON AVENUE,225000,11/8/19
WEST NEW BRIGHTON,925 FOREST AVENUE,525000,11/8/19
WEST NEW BRIGHTON,292 BARD AVENUE,1028199,11/8/19
WILLOWBROOK,831 WILLOWBROOK ROAD,115000,11/8/19
CASTLETON CORNERS,173 KEMBALL AVENUE,668000,11/9/19
WOODROW,11 APRICOT COURT,743323,11/9/19
ANNADALE,104 RYAN PLACE,895000,11/11/19
RICHMONDTOWN,21 SANTO COURT,10,11/11/19
SUNNYSIDE,134 DUDLEY AVENUE,85000,11/11/19
WESTERLEIGH,2431 VICTORY BOULEVARD,500000,11/11/19
ANNADALE,N/A EAGAN AVENUE,1221900,11/12/19
ARDEN HEIGHTS,24 DAFFODIL COURT,440000,11/12/19
BULLS HEAD,190 ROMAN AVENUE,583000,11/12/19
BULLS HEAD,48 FOREST STREET,630000,11/12/19
ELTINGVILLE,95 ANNADALE ROAD,479000,11/12/19
ELTINGVILLE,260 WOEHRLE AVENUE,360046,11/12/19
ELTINGVILLE,62 GRANTWOOD AVENUE,800000,11/12/19
GREAT KILLS,40 BROWN AVENUE,370000,11/12/19
GREAT KILLS,156 DRIGGS STREET,467500,11/12/19
NEW BRIGHTON-ST. GEORGE,"36 HAMILTON AVENUE,, 5R",270000,11/12/19
NEW DORP-BEACH,15 PELICAN CIRCLE,549000,11/12/19
NEW DORP-HEIGHTS,33 MOBILE AVENUE,382500,11/12/19
NEW SPRINGVILLE,"79 PIERPONT PLACE, N/A",350000,11/12/19
PLEASANT PLAINS,37 OUTERBRIDGE AVENUE,815000,11/12/19
PORT RICHMOND,105 HATFIELD PLACE,602000,11/12/19
ROSEBANK,30 CHESTNUT AVENUE,305000,11/12/19
ROSEBANK,18 VIENNA COURT,419990,11/12/19
ROSEBANK,"70 NARROWS ROAD SOUTH, 2",580000,11/12/19
SOUTH BEACH,31 XENIA STREET,765000,11/12/19
SUNNYSIDE,6 GLENWOOD AVENUE,515000,11/12/19
TOTTENVILLE,146 BENTLEY STREET,525000,11/12/19
TOTTENVILLE,282 MAIN STREET,970000,11/12/19
WILLOWBROOK,271 MARTIN AVENUE,915000,11/12/19
ARDEN HEIGHTS,26 REGENT CIRCLE,455000,11/13/19
CLOVE LAKES,"1100 CLOVE ROAD, 6J",116500,11/13/19
ELTINGVILLE,457 OAKDALE STREET,770000,11/13/19
GREAT KILLS,28 FAWN LANE,515000,11/13/19
GREAT KILLS,76 EAST MACON AVENUE,520000,11/13/19
GREAT KILLS,167 GETZ AVENUE,800000,11/13/19
GREAT KILLS-BAY TERRACE,31 CHESTERTON AVENUE,267500,11/13/19
MARINERS HARBOR,376 LAKE AVENUE,308700,11/13/19
MARINERS HARBOR,12 TRANTOR PLACE,100,11/13/19
MARINERS HARBOR,493 MORNING STAR ROAD,725000,11/13/19
MIDLAND BEACH,313 POULTNEY STREET,758596,11/13/19
MIDLAND BEACH,21 IROQUOIS STREET,33000,11/13/19
NEW BRIGHTON-ST. GEORGE,"80 BAY STREET LANDING, 1H",902600,11/13/19
NEW SPRINGVILLE,56 RIVINGTON AVENUE,720000,11/13/19
OAKWOOD,1742 SOUTH RAILROAD AVENUE,587000,11/13/19
PORT RICHMOND,47 TABB PLACE,100,11/13/19
ROSSVILLE,641A CORRELL AVE,410000,11/13/19
SOUTH BEACH,96 QUINTARD STREET,250000,11/13/19
TOTTENVILLE,7225 HYLAN BOULEVARD,677000,11/13/19
TOTTENVILLE,297 CHELSEA STREET,685000,11/13/19
WESTERLEIGH,63 RIEGELMANN STREET,730000,11/13/19
WILLOWBROOK,57 HALL AVENUE,672045,11/13/19
ARDEN HEIGHTS,39 DOVER GREEN,473776,11/14/19
BULLS HEAD,110 GAULDY AVENUE,375000,11/14/19
CLOVE LAKES,129 CHESHIRE PLACE,10,11/14/19
GREAT KILLS,52 GREAVES AVENUE,635000,11/14/19
GREAT KILLS,248 ARMSTRONG AVENUE,550000,11/14/19
GRYMES HILL,46 WETMORE ROAD,699000,11/14/19
MANOR HEIGHTS,381 BRADLEY AVENUE,680000,11/14/19
MARINERS HARBOR,52 ERASTINA PLACE,485000,11/14/19
NEW SPRINGVILLE,33 WESTPORT LANE,205000,11/14/19
OAKWOOD,16 LEEDS STREET,640300,11/14/19
OAKWOOD-BEACH,200 MALONE AVENUE,860000,11/14/19
PORT RICHMOND,23 BACHE STREET,530000,11/14/19
PORT RICHMOND,35 BEEKMAN STREET,450000,11/14/19
PRINCES BAY,236 HOLTEN AVENUE,820000,11/14/19
RICHMONDTOWN,50 JOEL PLACE,470000,11/14/19
ROSEBANK,24 BUTLER PLACE,390150,11/14/19
ROSEBANK,31 ROCKWELL AVENUE,750000,11/14/19
ROSSVILLE,57 WESTFIELD AVENUE,621388,11/14/19
ROSSVILLE-CHARLESTON,59 PEACOCK LOOP,421824,11/14/19
STAPLETON,219B TARGEE STREET,283920,11/14/19
STAPLETON-CLIFTON,140 VANDERBILT AVENUE,610000,11/14/19
TRAVIS,35 ROSWELL AVENUE,285000,11/14/19
TRAVIS,"271J SIGNS ROAD, N/A",320250,11/14/19
ARDEN HEIGHTS,66 BIANCA COURT,405000,11/15/19
BLOOMFIELD,526 GULF AVENUE,92725017,11/15/19
CLOVE LAKES,43 SANFORD PLACE,782000,11/15/19
CLOVE LAKES,N/A SANFORD PLACE,782000,11/15/19
ELTINGVILLE,62 DEBORAH LOOP,499000,11/15/19
GRANT CITY,132 DONGAN HILLS AVENUE,575000,11/15/19
GRANT CITY,242 MIDLAND AVENUE,585000,11/15/19
GREAT KILLS,88 LEVERETT AVENUE,500000,11/15/19
GREAT KILLS,181 NELSON AVENUE,615000,11/15/19
GREAT KILLS,203 THORNYCROFT AVENUE,460000,11/15/19
GREAT KILLS,416 BARTLETT AVENUE,500000,11/15/19
GREAT KILLS,530 ARMSTRONG AVENUE,840000,11/15/19
MANOR HEIGHTS,339 BRADLEY AVENUE,608914,11/15/19
MANOR HEIGHTS,967 MANOR ROAD,718000,11/15/19
